6.747053365016197901e-02 1.342753116939021663e+00 1.320130389126250359e+00 -9.370593263224762381e-01 -1.017932869465998369e+00 7.079050992507203155e-01
-2.211033991312193470e-01 -1.296861409919404462e+00 1.144191780154602656e+00 -7.691899325518867236e-01 -1.755922143850869865e-01 1.041262471273727286e+00
3.984104617168543472e-01 -1.257419077978594313e+00 8.491148240863999330e-01 1.070300872507738532e+00 -1.108030844337433152e+00 9.341566126449016849e-01
-4.793963788848049079e-01 -4.104223970158340506e-01 2.623944182295381289e-01 -5.476148703632222059e-01 -1.393606643390424615e+00 1.608540593523409612e+00
2.573834853958901769e-01 4.154958796544856447e-01 8.174801153571502610e-01 5.343570718953212229e-01 -1.193269289023157098e+00 1.135175025390453118e+00
-2.441626579577618195e-01 -1.455999089123113821e+00 4.809391684449239035e-01 -1.817264713571778989e+00 -2.959313206558531473e-01 -1.902706045446648897e+00
-9.640480618426994219e-02 -5.631517078725536418e-01 1.300892043897191153e+00 1.844795263155557308e+00 -7.645441345791275101e-01 -9.922441381111672953e-01
-4.552602765746798230e-01 1.387353570518008450e+00 -3.302590773989294570e-02 -6.779588256965503046e-01 -1.200238154590473005e+00 1.569370407251451383e-01
5.015837508050565718e-01 4.519960487647667335e-01 7.091818958832920572e-01 -9.742167366741645296e-01 -8.427204204794930265e-01 -8.971866039898586109e-01
-5.072142288129299903e-01 -6.189130958299194907e-01 8.688427381548942119e-01 1.167702950218243885e+00 -3.267095611138703948e-01 -4.426684929347566300e-01
-9.924188108966813804e-02 -1.363719549616502213e+00 1.185207373443694090e+00 7.444480001094193611e-01 -8.980625874668606290e-01 -2.413737434408316229e-01
3.051847434251744318e-01 -5.157498648365461680e-01 5.282659225406464154e-01 5.374308727895424909e-01 -1.505392186348420314e+00 1.832966308001234168e+00
1.739075471063477041e-01 -1.856926942199295105e-01 -1.054933812857094533e-01 -1.570283459910624124e+00 -5.127770779765754572e-01 1.730914822974884526e+00
-5.503382294232153082e-01 -1.480853936913204549e-01 7.664710548856443761e-01 -1.382716366501541172e+00 -1.274842702563833585e+00 1.519227928423308338e+00
2.982767280044671399e-01 1.030762188223237175e+00 3.959511006467902883e-01 -1.305809382370441529e+00 -7.697468195360781529e-01 -9.982719038393730315e-01
-3.366089342477632806e-01 7.890557945330933798e-02 -2.759074146921467463e-01 1.131404179115614195e+00 -1.449201205488835242e+00 -1.160694929898021366e+00
-4.609855306105976047e-01 -7.792260996580606669e-01 6.819787764297989829e-01 -1.865231047857216051e+00 -2.824102164492416911e-01 2.049010052254174319e+00
-2.091213292053482609e-01 1.328766005803123651e-01 -1.411537438946606493e-01 7.635152331371530821e-01 -1.066314673174628691e+00 7.873167294797358551e-01
1.938670928346263311e-01 3.769369453214526100e-01 1.136743926276098993e+00 9.055264051700362415e-02 -1.127543729029214958e+00 -1.456520916634160612e+00
1.261752411119729800e-01 -7.965224571079775329e-01 5.959611159450486362e-01 -1.423064400234341331e+00 -7.998710949462204400e-01 1.154362101892969505e-01
-4.519843071662348888e-01 1.044861220744455199e-01 1.191407305962711272e+00 -1.974035071264123253e+00 -1.062221228129398121e+00 1.027138573739609928e+00
1.833216383009894646e-01 -4.862033835222716593e-01 -2.108089338081881037e-02 -7.053448031199920365e-01 -1.429275821777689526e+00 -1.594319351209354085e+00
-1.113624885395068098e-01 5.754545086575828527e-01 6.904512501320609896e-01 -1.177688681019559258e+00 -8.370544604081783246e-01 -7.562908735384952230e-01
-1.761520001783090095e-03 1.108446532007356655e+00 5.564158287416834936e-01 -1.279547821191095336e+00 -5.978509386626317257e-01 1.573084823704431923e+00
