0.000000000000000000e+00 0.000000000000000000e+00 9.214807932619203945e-02 6.335437700796285598e-02 -6.978606983198282210e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.462633480987136692e-01 1.600337392365430156e-01 1.481247539456794216e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.632707800194205250e-02 1.849750244546680411e-01 5.706239309707186735e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.239876188239415533e-01 7.608684695452776203e-02 -1.615065452461861284e-02
0.000000000000000000e+00 0.000000000000000000e+00 7.523188896695606753e-02 2.230299771016692745e-01 9.371970068556975675e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.178769614896438334e-01 2.740127425635063840e-01 2.550699528587629938e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.099604702503385101e-01 2.239078843806330821e-01 1.708084532089055030e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.497312201005850163e-01 3.230003350542647034e-02 -9.339356708065037205e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.164545944590528070e-02 2.158110684786733735e-01 1.308017219315598112e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.477605273268131958e-01 1.009867649762199032e-01 9.646192559975252934e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.343414961582589551e-02 1.548793896344310417e-01 1.066079292207679219e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.160031803583130017e-01 1.683541266143201709e-01 4.678691932833115019e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.463486334225262198e-01 2.604289251210470391e-01 -9.372180715117753302e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.730995427936530606e-02 2.164047408268492401e-01 2.328188778637218237e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.465568468493734788e-02 1.961580787977703633e-01 2.264080950568026218e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.243733086048997849e-01 2.852687393804104743e-01 4.611346858000603399e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.490480582853034863e-02 1.153954896732391350e-01 7.369941934467752476e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.557895476734711737e-02 2.300051909515892778e-01 2.899358586149017869e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.993896553171754293e-02 9.135688915068884697e-02 2.139063210899220524e-01
