2.500000000000000052e-03 2.430167730174552787e-01
2.535359268710297553e-03 2.429999999999999938e-01
5.000000000000000104e-03 2.419329286030546811e-01
7.499999999999999722e-03 2.402474029244802967e-01
7.806137528301402076e-03 2.399999999999999911e-01
1.000000000000000021e-02 2.383597024239371975e-01
1.188008221891418380e-02 2.370000000000000162e-01
1.250000000000000069e-02 2.365544675094068405e-01
1.499999999999999944e-02 2.348456852164612640e-01
1.639501529080302292e-02 2.340000000000000135e-01
1.750000000000000167e-02 2.332934589680893678e-01
2.000000000000000042e-02 2.319029655222069053e-01
2.192189135024202179e-02 2.310000000000000109e-01
2.249999999999999917e-02 2.306902349583609124e-01
2.500000000000000139e-02 2.294722940525285582e-01
2.750000000000000014e-02 2.283363299985949613e-01
2.820298008834950382e-02 2.280000000000000082e-01
2.999999999999999889e-02 2.268644144024944131e-01
3.250000000000000111e-02 2.250808001447431594e-01
3.259594128858842726e-02 2.250000000000000056e-01
3.477450772484067670e-02 2.220000000000000029e-01
3.500000000000000333e-02 2.212051056469590271e-01
3.550740825289003949e-02 2.190000000000000002e-01
3.535980550459601884e-02 2.159999999999999976e-01
3.500000000000000333e-02 2.141956203462639929e-01
3.474140064893372487e-02 2.129999999999999949e-01
3.398724644246415433e-02 2.099999999999999922e-01
3.334445942490635306e-02 2.070000000000000173e-01
3.280281131370328673e-02 2.040000000000000147e-01
3.250000000000000111e-02 2.023166608320904891e-01
3.225343899043484758e-02 2.010000000000000120e-01
3.162399664800615712e-02 1.980000000000000093e-01
3.095997637588374096e-02 1.950000000000000067e-01
3.032218782243589414e-02 1.920000000000000040e-01
2.999999999999999889e-02 1.902669846107129248e-01
2.973749193428973023e-02 1.890000000000000013e-01
2.924849051382221593e-02 1.859999999999999987e-01
2.887911845143968301e-02 1.829999999999999960e-01
2.853765507535111629e-02 1.799999999999999933e-01
2.811937036691200542e-02 1.769999999999999907e-01
2.756370730860543961e-02 1.740000000000000158e-01
2.750000000000000014e-02 1.737218969372704980e-01
2.678185239959083794e-02 1.710000000000000131e-01
2.601035923585475612e-02 1.680000000000000104e-01
2.538756268785588924e-02 1.650000000000000078e-01
2.500000000000000139e-02 1.620788520194060556e-01
2.498788695091012230e-02 1.620000000000000051e-01
2.480513602598007766e-02 1.590000000000000024e-01
2.488220706467756532e-02 1.559999999999999998e-01
2.500000000000000139e-02 1.546862726355283102e-01
2.512807625654628341e-02 1.529999999999999971e-01
2.545163304067801432e-02 1.499999999999999944e-01
2.582004282730866393e-02 1.469999999999999918e-01
2.621060238854354060e-02 1.440000000000000169e-01
2.663072573731855783e-02 1.410000000000000142e-01
2.709380451574436993e-02 1.380000000000000115e-01
2.750000000000000014e-02 1.355206957422447622e-01
2.757570942956891549e-02 1.350000000000000089e-01
2.797430050397247542e-02 1.320000000000000062e-01
2.829391192348999773e-02 1.290000000000000036e-01
2.850526112028720777e-02 1.260000000000000009e-01
2.861433321657385481e-02 1.229999999999999982e-01
2.865148917745978865e-02 1.199999999999999956e-01
2.866680227029752906e-02 1.170000000000000068e-01
2.872701528196682993e-02 1.140000000000000041e-01
2.891281059743492851e-02 1.110000000000000014e-01
2.930035278984246053e-02 1.079999999999999988e-01
2.993663076166095879e-02 1.049999999999999961e-01
2.999999999999999889e-02 1.047727793717583844e-01
3.071066738120500558e-02 1.020000000000000073e-01
3.165964782573233577e-02 9.900000000000000466e-02
3.250000000000000111e-02 9.676886569047937758e-02
3.277553400224538643e-02 9.600000000000000200e-02
3.402411774857704019e-02 9.299999999999999933e-02
3.500000000000000333e-02 9.110811006644928267e-02
3.556270057428630865e-02 8.999999999999999667e-02
3.736656743332808506e-02 8.700000000000000788e-02
3.749999999999999861e-02 8.679618442333802975e-02
3.923452539156719460e-02 8.400000000000000522e-02
4.000000000000000083e-02 8.280866716466971089e-02
4.107269189226556844e-02 8.100000000000000255e-02
4.250000000000000305e-02 7.864607341810980756e-02
4.287505648300720534e-02 7.799999999999999989e-02
4.474634642133672874e-02 7.499999999999999722e-02
4.499999999999999833e-02 7.463335919448658984e-02
4.697079698031030037e-02 7.200000000000000844e-02
4.750000000000000056e-02 7.137779037050807907e-02
4.982166568022248360e-02 6.900000000000000577e-02
5.000000000000000278e-02 6.882438045647365499e-02
5.249999999999999806e-02 6.648836439445340862e-02
5.301297091697679265e-02 6.600000000000000311e-02
5.500000000000000028e-02 6.387226341108931393e-02
5.569978868140924855e-02 6.300000000000000044e-02
5.750000000000000250e-02 6.034064909181087455e-02
