2.500000000000000052e-03 1.674205042625057371e-01
5.000000000000000104e-03 1.657362087757909552e-01
6.371470681663711326e-03 1.640000000000002289e-01
7.499999999999999722e-03 1.627943138113115695e-01
9.451010183859067867e-03 1.600000000000002254e-01
1.000000000000000021e-02 1.592678383116113427e-01
1.212509546226600392e-02 1.560000000000002218e-01
1.250000000000000069e-02 1.554388351754289466e-01
1.465439825829543095e-02 1.520000000000002183e-01
1.499999999999999944e-02 1.514528331714893594e-01
1.710686109537015026e-02 1.480000000000002147e-01
1.750000000000000167e-02 1.473539251077078394e-01
1.946715916066984672e-02 1.440000000000002112e-01
2.000000000000000042e-02 1.430755186544319657e-01
2.167531342192589860e-02 1.400000000000002076e-01
2.249999999999999917e-02 1.384339961837290078e-01
2.369656444659576019e-02 1.360000000000002041e-01
2.500000000000000139e-02 1.332564564023578646e-01
2.556361479752175189e-02 1.320000000000002005e-01
2.734013356227280381e-02 1.280000000000001970e-01
2.750000000000000014e-02 1.276415606302520600e-01
2.910865784858058039e-02 1.240000000000001934e-01
2.999999999999999889e-02 1.220903068351136683e-01
3.101051661976768001e-02 1.200000000000001898e-01
3.250000000000000111e-02 1.169512934247319697e-01
3.298644574094223431e-02 1.160000000000001863e-01
3.486719798938683890e-02 1.120000000000001827e-01
3.500000000000000333e-02 1.116721528743511577e-01
3.642752668870769678e-02 1.080000000000001792e-01
3.749999999999999861e-02 1.045944426855355130e-01
3.767075899550981211e-02 1.040000000000001756e-01
3.850679427625057494e-02 1.000000000000001721e-01
3.907750131134794802e-02 9.600000000000016853e-02
3.943892485786146263e-02 9.200000000000016498e-02
3.968528481493810434e-02 8.800000000000016143e-02
3.993369334540675802e-02 8.400000000000015787e-02
4.000000000000000083e-02 8.323695461977065335e-02
4.024907420365678168e-02 8.000000000000015432e-02
4.067683698602905795e-02 7.600000000000015077e-02
4.116776695758460336e-02 7.200000000000014722e-02
4.156313124362930739e-02 6.800000000000014366e-02
4.166239406590680622e-02 6.400000000000014011e-02
4.135669238198499964e-02 6.000000000000013656e-02
4.072261941189143919e-02 5.600000000000013300e-02
4.000000000000000083e-02 5.221102610082779122e-02
3.995577676052538413e-02 5.200000000000012945e-02
3.919092301788557747e-02 4.800000000000012590e-02
3.867682847685807029e-02 4.400000000000012235e-02
3.846267474201649911e-02 4.000000000000011879e-02
3.853531300473076598e-02 3.600000000000011524e-02
3.880216812366349410e-02 3.200000000000011169e-02
3.907585618992142490e-02 2.800000000000010814e-02
3.912888729852929265e-02 2.400000000000010458e-02
3.881691321225068381e-02 2.000000000000010103e-02
3.814887678239128888e-02 1.600000000000009748e-02
3.749999999999999861e-02 1.321510405544561520e-02
3.719645609255073371e-02 1.200000000000009392e-02
