-2.492816929941842896e-01 -5.120610630572035582e-01 6.047618236171236061e-01 5.345109492122470662e-01 -4.396165243706620096e-01 1.419247378186213382e+00
3.246446603047080659e-01 1.421275366450886146e+00 1.219278870358574629e+00 -1.515354418197648823e+00 -1.203036802121324023e+00 1.349622547561328822e+00
1.336313741445227521e-01 1.268807890738527178e+00 1.184472850943249167e+00 2.572283197970000046e-01 -1.506719571118920520e+00 3.181915799099406250e-01
4.473392448718005454e-02 -5.042427683521870652e-01 1.004306559245911945e+00 6.020145736052100460e-01 -1.650668673354960259e-01 -1.886335947645029210e+00
-4.682610748107750576e-01 -7.830270917904705863e-01 9.373582284085408833e-01 -1.624533353471513397e+00 -4.792259675937970975e-02 -1.119869935536417005e+00
-4.649342104497051764e-01 3.209149300783908920e-02 9.640689933304509296e-01 -3.727077006424970307e-01 -1.959047096526380649e-01 1.952198619984470085e+00
4.264479838944524870e-01 1.465198255268485461e+00 -2.162607450218678173e-01 -7.342802843055598050e-01 -9.340309668169001212e-01 2.024032281282732271e+00
1.590203811651463850e-01 2.756145389288151559e-01 9.573606701229004923e-01 2.003526621651922746e+00 -9.972697252342311858e-01 -8.678828624999912478e-02
-3.115228998821764073e-01 3.623112271053912092e-01 4.564263093647321634e-01 -2.996152403731462410e-01 -6.854682393427337095e-01 -7.501590014024808184e-01
1.139988892636315532e-01 1.477801941185349133e+00 9.552999815904454906e-01 3.635127992871418634e-01 -1.207088202766035234e+00 -1.487329872904954442e-01
-1.335280116569357300e-01 9.115048171030313284e-01 9.853425273968128284e-01 5.460990487585397624e-01 -1.220644746239251344e+00 7.590755459948406170e-02
-9.189281209557517704e-03 1.059759837432802776e+00 1.161754247625979675e+00 1.821439780587181811e+00 -3.022668508119736863e-01 -9.827976708460930411e-01
-1.154993448471760692e-01 1.026606130501554581e+00 8.887225887689780279e-01 1.903270055507072733e+00 -6.663885419199805371e-01 1.727448725526136819e+00
-1.951205733710467682e-01 1.046915758128791341e+00 2.503399906837486810e-01 -9.873334867256600145e-01 -8.519700638575825602e-01 -1.369072524205042329e+00
-1.231681355008305001e-01 1.249071360318153356e+00 1.251735831079576533e+00 3.451824919329680164e-01 -1.704767377869045308e-01 4.009631748493989178e-01
1.596708457700459771e-01 3.884792305706404325e-01 -1.825412067865902210e-01 1.580347352020506690e+00 -1.154597013669447447e+00 -3.603119787731947632e-01
-1.645486189961978540e-01 1.195193611538035938e+00 1.217931684644418810e+00 1.480991023027678821e+00 -1.184640610709658759e+00 1.629545366952664942e+00
1.652217816330403544e-01 3.531889678085227691e-01 9.983950534734091775e-01 -1.616054480206657873e+00 -4.770691042994987807e-01 6.752890251997278881e-02
6.783767220340082560e-02 5.237541493075232868e-01 1.762172709625530187e-01 -1.741123330368836708e+00 -2.890394609875004406e-01 3.291292553365319229e-01
-1.511212211270556161e-01 1.178192028171988648e+00 6.180289011082330530e-01 1.677294403695909875e+00 -1.128661468545778312e+00 1.872240652700546182e+00
-1.897198567672797320e-01 1.056939267001268945e+00 1.423038141541432822e-02 7.707889480549785510e-01 -1.101010864657329114e+00 -1.017388955473407242e+00
-9.555213338254828215e-02 1.107438991201892042e+00 1.203291318013936628e+00 -7.972367626855529910e-01 -5.602700716847869300e-01 -5.750850570035568321e-01
2.274349749324802994e-01 7.996907367585808224e-01 2.947293611754869813e-02 7.597430756209524461e-01 -6.258793259555472943e-01 1.829095738437145346e+00
1.749035230496908677e-01 1.011564441214350740e+00 4.154518877565049895e-02 8.866095590488831668e-01 -7.821851273686031281e-01 1.609716013869522122e+00
1.551702971527722796e-01 9.152175413785963443e-01 2.632230600351879168e-01 -5.482197737717762198e-01 -1.157593720865594644e+00 4.542941350653380006e-01
2.537810884683289192e-01 1.082242658480715436e+00 -3.117497609280038273e-01 2.359146914179244270e-01 -6.919130994814935987e-01 1.738321926618771052e+00
-2.373454308756433595e-01 9.906474568333432096e-01 1.026568851501385771e+00 1.325931310164215837e+00 -7.571124866041720747e-01 -1.847526608884292543e+00
-2.452307696153397942e-01 9.273107240140070484e-01 6.407773096090276788e-01 1.065986030577276367e+00 -1.295517423954299918e+00 -1.317861878820532517e+00
1.944677247733218317e-01 8.379721513342324180e-01 9.863613447384755872e-01 -1.319518404675801282e+00 -1.268820977301714503e+00 1.341375082875670532e+00
