-2.492816929941842896e-01 -5.120610630572035582e-01 6.880190570318256427e-02 2.490471207714136936e-01 1.300749849151823789e-01
3.246446603047080659e-01 1.421275366450886146e+00 5.502657116432246864e-03 2.418810438092569015e-01 -8.117730371937154077e-02
1.336313741445227521e-01 1.268807890738527178e+00 2.110816833839295747e-01 1.248170630344119791e-01 2.696056715989308961e-02
4.473392448718005454e-02 -5.042427683521870652e-01 9.747026663345237374e-02 1.758853737752191504e-01 -5.781862217917743685e-02
-4.682610748107750576e-01 -7.830270917904705863e-01 7.688700967273912057e-02 2.549387771045202866e-02 1.354349081417094980e-01
-4.649342104497051764e-01 3.209149300783908920e-02 2.230513112398034292e-01 4.286974370398799472e-02 2.720574043857449942e-01
4.264479838944524870e-01 1.465198255268485461e+00 1.868562474399125539e-01 1.977149315029959609e-01 -8.874105275259590309e-02
1.590203811651463850e-01 2.756145389288151559e-01 9.784251526534606946e-02 2.054862056064499232e-02 2.096642052897744468e-01
-3.115228998821764073e-01 3.623112271053912092e-01 1.879340504454552196e-01 2.639559689623278138e-01 -2.998437707357633208e-02
1.139988892636315532e-01 1.477801941185349133e+00 9.024516098038129486e-02 1.008018750268355190e-01 1.846972842590454966e-01
-1.335280116569357300e-01 9.115048171030313284e-01 1.520325156394572441e-02 1.406074153070124011e-01 -5.685489777166257558e-02
-9.189281209557517704e-03 1.059759837432802776e+00 1.003840091012543068e-01 1.321424978999198863e-01 4.464078079674756866e-02
-1.154993448471760692e-01 1.026606130501554581e+00 9.198980279255909720e-02 1.289417230336288300e-01 1.636091327093551484e-02
-1.951205733710467682e-01 1.046915758128791341e+00 1.234273395862229422e-01 9.741038852102892887e-02 4.116306845679323229e-02
-1.231681355008305001e-01 1.249071360318153356e+00 9.481214735045563613e-02 1.358705298927208593e-01 3.243208998180689695e-02
1.596708457700459771e-01 3.884792305706404325e-01 1.169201097394324818e-01 1.030364938806997976e-01 2.811763236399005342e-02
-1.645486189961978540e-01 1.195193611538035938e+00 9.150743560661955822e-02 1.380444491082492564e-01 1.626104087709780502e-02
1.652217816330403544e-01 3.531889678085227691e-01 1.144927217215192528e-01 1.476308304263826143e-01 4.656824167786074303e-02
6.783767220340082560e-02 5.237541493075232868e-01 1.302225102954742975e-01 1.107746187894632500e-01 3.907629177547725097e-02
-1.511212211270556161e-01 1.178192028171988648e+00 9.816754887546409736e-02 1.382808280212849683e-01 4.398594073171290669e-03
-1.897198567672797320e-01 1.056939267001268945e+00 1.109143683888521581e-01 1.141974239199126800e-01 2.876875688076444004e-02
-9.555213338254828215e-02 1.107438991201892042e+00 1.020118571362479687e-01 1.598022035287929576e-01 5.355522153287637505e-02
2.274349749324802994e-01 7.996907367585808224e-01 1.222358273886969549e-01 9.874293226301703030e-02 1.983725914837597068e-02
1.749035230496908677e-01 1.011564441214350740e+00 1.131303684786413855e-01 1.303400324453806436e-01 1.421513148985414227e-02
1.551702971527722796e-01 9.152175413785963443e-01 1.294041014094378383e-01 1.122318433428674961e-01 2.693424338750313035e-02
2.537810884683289192e-01 1.082242658480715436e+00 1.007872372763350399e-01 1.188177401108716086e-01 -2.570048719017471988e-03
-2.373454308756433595e-01 9.906474568333432096e-01 9.114626546306160704e-02 1.462972618258472357e-01 2.759691064760343496e-02
-2.452307696153397942e-01 9.273107240140070484e-01 9.303735912778225703e-02 1.789814012065157056e-01 3.984714543365536210e-02
1.944677247733218317e-01 8.379721513342324180e-01 1.226270993054899977e-01 1.208545553836862935e-01 2.650329266000244627e-02
2.397471625126758599e-01 9.079292450183966690e-01 9.810017162756626274e-02 1.053565814055068273e-01 -7.834510645036886142e-03
1.169985703587067966e-01 3.808885391183979285e-01 1.252346032178486279e-01 9.171025274009669825e-02 1.461667938541347071e-02
-3.355020961835280535e-01 1.035805939525426433e+00 8.490696465568192686e-02 2.182818889239764026e-01 7.396052231389373122e-02
-2.262845476675272027e-01 9.136650592899751011e-01 1.056220984585184985e-01 1.604101685572157932e-01 8.135476795481373646e-02
-1.486449808909041659e-01 6.224427524390478972e-01 1.148045592944340609e-01 1.337129950629986908e-01 2.260462265915951299e-02
-2.281915405163637278e-01 1.022502285553666956e+00 9.994831459133830809e-02 1.349282327697864659e-01 5.466759445092977954e-02
